year,product_sector,value,global_demand_index,demand_growth_rate_pct,demand_3yr_ma,value_std,global_demand_index_std,demand_growth_rate_pct_std,demand_3yr_ma_std,value_minmax,global_demand_index_minmax,demand_growth_rate_pct_minmax,demand_3yr_ma_minmax,value_robust,global_demand_index_robust,demand_growth_rate_pct_robust,demand_3yr_ma_robust
2015,Automotive Products,4661.574516000001,0.0269860745394583,,4661.574516000001,-0.36878094194985533,-0.3781341315518699,-0.04417860417700942,-0.3714737686674334,0.02218082367949789,0.026874706107856087,0.44700745750707577,0.02338570169094566,0.04234378418069274,0.04550514508224897,0.0,0.049253024781278146
2016,Automotive Products,3294.518429,0.0213610739092353,-29.32605887362374,3978.0464725,-0.40201739557016364,-0.4018339255931641,-1.1995310731385849,-0.3884424951447846,0.015644370232044978,0.021249061655914243,0.28631148692852576,0.019937524624494402,-0.06227457553444206,-0.02699025528066844,-1.3188159510403834,0.0
2017,Automotive Products,3319.445973,0.0204273598338461,0.7566369573342113,3758.512972666667,-0.4014113464344312,-0.4057679396022087,-0.07209672040875809,-0.39389246014141094,0.015763559000131953,0.02031524071024352,0.44312437515332626,0.018830049391193194,-0.060366915132058864,-0.039024027393712246,-0.03186807316257537,-0.015818939706183217
2018,Automotive Products,4425.308463,0.0251075034770759,33.31467055029549,3679.757621666666,-0.37452514351353833,-0.386049107957594,1.1481079359924553,-0.395847578182953,0.021051139190811696,0.02499592002952438,0.6128405239759419,0.01843275421397122,0.02426276529911036,0.02129399023439536,1.360975589379673,-0.02149381916628439
2019,Automotive Products,3750.508,0.0234552785374409,-15.248665005886174,3831.754145333334,-0.39093118164521456,-0.39301042109396017,-0.671940808869037,-0.39207423272897396,0.017824642593734497,0.02334350598087936,0.3596931015112946,0.019199527328946888,-0.027378508417023235,0.0,-0.7165802915124582,-0.010541395753648644
2020,Automotive Products,1821.155,0.0158419151847759,-51.44244459683862,3332.323821,-0.43783843886128426,-0.4250877763301932,-2.0284053589635844,-0.4044726948677218,0.008599617967364788,0.015729271224102233,0.17102480046134982,0.016680063486851412,-0.175028446185432,-0.09812155778157329,-2.264962394589092,-0.04652887918586492
2021,Automotive Products,1848.500741,0.0121452301440496,1.5015603284728618,2473.387913666667,-0.43717359748344875,-0.44066300553639387,-0.04417860417700942,-0.42579595820960814,0.008730369122882376,0.012032163071224768,0.44700745750707577,0.01234701069496797,-0.1729357254874151,-0.14576469236241982,0.0,-0.10842127984406594
2022,Automotive Products,1685.444353,0.0080579269718787,-8.821007445839047,1785.0333646666668,-0.4411378942879419,-0.4578840246495844,-0.43104611041840457,-0.44288450369431354,0.007950729940842132,0.007944392077852283,0.3931987272096969,0.008874485475233958,-0.18541413951581814,-0.1984421406597731,-0.4416029323319301,-0.15802208844673818
2023,Automotive Products,3498.757163,0.0177787796528349,107.586631784811,2344.234085666667,-0.39705185591556313,-0.4169271925371423,3.931660348015241,-0.42900222897154044,0.016620919028874057,0.017666357380209458,1.0,0.01169547156356145,-0.046644550150285506,-0.07315911345646404,4.538355151161413,-0.11772772564621382
2024,Automotive Products,3801.795702,0.0201362031630685,8.661319573838622,2995.332406,-0.3896842530480449,-0.4069946689103091,0.22415368146187678,-0.412838577146772,0.01806987004251132,0.02002405071449397,0.4843293296081996,0.014980051205213462,-0.02345355222259707,-0.04277647486953044,0.3062969162975465,-0.0708114915408516
2015,Chemicals,7190.111749,0.0416238957329903,,7190.111749,-0.3073060608012319,-0.3164606544617444,-0.04417860417700942,-0.30870230361550177,0.03427079282621066,0.04151420270514722,0.44700745750707577,0.036141351121002606,0.23584822069259823,0.234158405343987,0.0,0.23145199698384786
2016,Chemicals,6999.367971,0.0453826620699305,-2.6528624958649494,7094.73986,-0.3119435053005075,-0.3006238583632343,-0.19987738311101722,-0.31106993068429417,0.033358768925256924,0.045273399259888776,0.42535158445460075,0.03566023090426649,0.22125094017865848,0.2826016479994698,-0.17772761017270905,0.2245797785620527
2017,Chemicals,6739.077480999999,0.041471246036923,-3.718771338761495,6976.185733666666,-0.31827179927539273,-0.3171038128531982,-0.2398253403390845,-0.31401306163794274,0.03211421379187291,0.04136153553722593,0.4197952923862898,0.03506216382648789,0.201331374059753,0.23219104541655572,-0.22332755012108357,0.21603711615376417
2018,Chemicals,6890.658235000001,0.0390949528244454,2.24928047536721,6876.367895666666,-0.3145865030041123,-0.32711584012566663,-0.016155670841049935,-0.3164910603194738,0.03283898328119586,0.038984970340924484,0.4509051186900111,0.034558615240460715,0.2129315783225233,0.2015652127912859,0.031987720173066746,0.2088445356950992
2019,Chemicals,7143.237,0.0446730452231948,3.665524488169592,6924.324238666667,-0.3084456997933094,-0.3036136843599653,0.036922090568822355,-0.31530053408582553,0.03404666550794391,0.04456370119240875,0.458287612444114,0.03480053942147418,0.23226097990630368,0.2734560565959829,0.09257511689691734,0.21230012902833528
2020,Chemicals,6662.157,0.057952961797135,-6.734761845365068,6898.684078333333,-0.32014192298393696,-0.24766146170652975,-0.3528581391201245,-0.31593705642264724,0.031746425558461404,0.05784513774817239,0.40407375649546784,0.034671193136881634,0.19544478708849064,0.4446085474314853,-0.35235264162165086,0.21045257432402906
2021,Chemicals,8193.536737,0.0538341084519969,22.986245100498227,7332.976912333334,-0.2829103623421383,-0.26501541104505605,0.761020896747554,-0.30515564608945184,0.039068577485116905,0.053725812970688826,0.5590012592139557,0.03686205948766791,0.31263854212857517,0.39152447830488496,0.9191220637140359,0.2417464413697834
2022,Chemicals,10722.088852,0.051261145941501,30.860325597634542,8525.927529666667,-0.22143511937595117,-0.2758560643326463,1.0561243973951135,-0.2755403977920108,0.051158617788749375,0.05115255596615552,0.6000466931673794,0.04288010805087608,0.50614411753335,0.35836395805267973,1.255977884182102,0.3277069617567713
2023,Chemicals,9067.683388,0.0460770317590983,-15.429880192527987,9327.769659,-0.26165773423156297,-0.29769827315825237,-0.6787323619866295,-0.255634499416571,0.043248229618517896,0.04596784842465421,0.3587484761702952,0.04692514126871455,0.3795354234253689,0.291550732973012,-0.7243327383409738,0.385485352332384
