country_code,NE.IMP.GNFS.ZS_std,NY.GDP.MKTP.CD_std,NY.GDP.MKTP.KD.ZG_std,NY.GDP.PCAP.CD_std,SP.POP.TOTL_std,TG.VAL.TOTL.GD.ZS_std,country_cluster
ATG,-0.2149541462517225,-0.1896402942684358,0.4837168664704881,-0.1443578856655409,-0.1719776683338944,-0.3158987589578457,0
ATG,-0.2149541462517225,-0.1896501481643661,-1.3759502797704046,-0.1639566518329551,-0.1719750926873312,-0.3731405274134942,0
ATG,-0.2149541462517225,-0.1896415291476133,-0.4116077120509407,-0.1591599337593122,-0.1719729489123611,-0.3672703931646969,0
ATG,-0.2149541462517225,-0.1896203162485618,0.4617648634820968,-0.13850862778659,-0.1719710522391789,-0.3579261491797996,0
ATG,-0.2149541462517225,-0.1895871316200796,0.4082262682824502,-0.1038049841797391,-0.1719691934104146,-0.3446544044770904,0
ATG,-0.2149541462517225,-0.1895372604117703,0.5304413126269808,-0.050397149515076,-0.171967207691543,-0.3022575088642958,0
ATG,-0.2149541462517225,-0.1894694834553874,1.6087878006282004,0.0220575444302272,-0.1719649971323059,-0.2511725246099028,0
ATG,-0.2149541462517225,-0.189391555666478,1.0219217736889863,0.1035610750185601,-0.17196254837585,-0.2668497891583922,0
ATG,-0.2149541462517225,-0.1893617520303495,-0.5917066168379403,0.1269265547748188,-0.1719598591960329,-0.2927237276343252,0
ATG,-0.2149541462517225,-0.1894343412449012,-2.658450021563259,0.0340354127928863,-0.1719570520306775,-0.5339410527395189,0
ATG,-0.2149541462517225,-0.1894717426872668,-1.9454215591884108,-0.0163289902763093,-0.1719544986455365,-0.5354746510055481,0
ATG,-0.2149541462517225,-0.1894764041204978,-0.9280789587747396,-0.0285971742856309,-0.171952245789597,-0.6445747117758934,0
ATG,-0.2149541462517225,-0.1894435839856151,-0.0058464583666249,0.0006248433209576,-0.1719501799296051,-0.5719279195289996,0
ATG,-0.2149541462517225,-0.1894602265748355,-0.6932331988522482,-0.0229868506476466,-0.17194839011125,-0.5099810631926188,0
ATG,0.782089573031262,-0.1894376546802515,-0.2090551857565712,-0.0036978367295513,-0.1719468295855449,-0.4448547806048014,0
ATG,0.4931268321788467,-0.1894127214327365,-0.3433926724605967,0.0181973099632797,-0.1719453959499471,-0.6925436173796349,0
ATG,0.5924115291968433,-0.1893906130106173,0.1233976931706207,0.0374311876789406,-0.1719441493102967,-0.6836321369985141,0
ATG,0.639382573474678,-0.1893714173951076,-0.1200757046835266,0.0538416205230443,-0.1719430384653226,-0.6517726489397206,0
ATG,0.8253938933363835,-0.1893176828688626,0.5716616768917242,0.1063270137780122,-0.17194201889218,-0.498000477440039,0
ATG,0.8324964453746728,-0.189290144748986,-0.0405988360197987,0.1313293562873295,-0.1719410438418821,-0.5186767289155952,0
ATG,0.2307254907810797,-0.1894236860914893,-3.8529323242428895,-0.0102198080716498,-0.171939970841326,-0.6673735064039337,0
ATG,0.2951693194423909,-0.1893428816311118,0.8243398303557704,0.0692084537125696,-0.1719388510917829,-0.6287582822512717,0
ATG,0.6292626349263316,-0.1892307071547838,0.986052784526942,0.179846471367495,-0.1719377580559467,-0.4612480285988424,0
ATG,-0.2149541462517225,-0.1891716513362053,-0.1694337738837117,0.2356089551387164,-0.1719366984122439,-0.4982665060150802,0
ATG,-0.2149541462517225,-0.1890860327700535,0.0431451558869805,0.317803081697133,-0.1719356832913858,-0.6190849137169709,0
AUS,-0.933531607566731,-0.0131747105750414,0.0880590914029485,0.252243174838247,-0.1297836133310295,-0.7759874122969073,0
AUS,-0.9140523722533912,-0.0286755386957837,-0.2379115625541077,0.1649341338420878,-0.1292362071821519,-0.7514632972805918,0
AUS,-0.9643746423921544,-0.021855861897008,0.0938963103254846,0.1890735544039022,-0.1287453227845625,-0.7196084880533172,0
AUS,-0.948521876110548,0.0087202143215046,-0.0545989857288417,0.3264377633871079,-0.1282432676052494,-0.7371728513189699,0
AUS,-0.9972748855195545,0.0711302925617153,0.140447587778631,0.612543554191904,-0.1277713588440514,-0.7921595786103562,0
AUS,-0.9563022926604136,0.10556154985467,-0.0434944046330349,0.7590050568604818,-0.1272279085499214,-0.7578529558608067,0
AUS,-0.927446160834362,0.1280001494348385,-0.1100091797177591,0.8442379293151436,-0.1266176739888104,-0.7121647377821804,0
AUS,-0.9231008494579132,0.1733445842890424,0.0661640238571314,1.023621393248791,-0.1257791841600122,-0.6931157871940583,0
AUS,-0.8905447508681055,0.2589661025639951,0.0375406181213377,1.372118092684029,-0.1248406937959791,-0.6729454683256588,0
AUS,-0.8902095152330033,0.2052262822708456,-0.2511625468892684,1.09693334869571,-0.1238557282605541,-0.7300209279168605,0
AUS,-0.965514964161162,0.2988906650670386,-0.2070217913649565,1.4725652117698964,-0.1230986239656411,-0.6896269218795612,0
AUS,-0.9770982752536836,0.4050977745576615,-0.1750773039457382,1.893407989263696,-0.1224123621949991,-0.669792824459715,0
